ID,CODIGO,DESCRIPCION,LATITUD,LONGITUD,DIRECCION,CP,POBLACION,PROVINCIA,PAIS
1,1003,ARAHAL,37.2680810,-5.5485140,"C/ Virgen de los Dolores, S/N",41600,ARAHAL,SEVILLA,ESPAÑA
2,1005,MARCHENA,37.3342820,-5.4255190,"Avda. Maestro Santos Rúano, 8",41620,MARCHENA,SEVILLA,ESPAÑA
3,1007,OSUNA,37.2338990,-5.1150260,"Avda. Estación Ferrocarril, S/N",41640,OSUNA,SEVILLA,ESPAÑA
4,1009,PEDRERA,37.2223960,-4.8935190,"C/ Manuel Aranda, 3",41566,PEDRERA,SEVILLA,ESPAÑA
5,2002,PUENTE GENIL-HERRERA,37.3579000,-4.8216380,Ctra. A-318 - Km. 9 - Entre los Pueblos de Puente Genil (Cordoba) y Herrera (Sevilla),14500,PUENTE GENIL,CÓRDOBA,ESPAÑA
6,2003,ANTEQUERA-SANTA ANA,37.0698810,-4.7190140,"Ctra. Ma - 5406 - Estación Ferrocarril, S/N",29540,ANTEQUERA,MÁLAGA,ESPAÑA
7,2030,ANTEQUERA AV,37.0334437,-4.5612901,Ctra A-7281 Antigua Carretera de Córdoba S/N,29200,ANTEQUERA,MÁLAGA,ESPAÑA
8,3001,MENGÍBAR-ARTICHUELA,37.9782190,-3.8033080,"C/ Camino Estación Ferrocarril, S/N",23620,MENGÍBAR,JAÉN,ESPAÑA
9,3003,GRANENA (APD-CGD),37.8477120,-3.7653990,,,JAÉN,JAÉN,ESPAÑA
10,3100,JAÉN,37.7798270,-3.7907980,"Pla. de Jaen Por la Paz, 1",23007,JAÉN,JAÉN,ESPAÑA
11,3208,CUENCA-FERNANDO ZÓBEL,40.0351920,-2.1444100,"Avda. Cerro de la Estrella, S/N --- N-320 - Circunvalacion de Cuenca",16004,CUENCA,CUENCA,ESPAÑA
12,3213,REQUENA-UTIEL,39.5198340,-1.1276010,Autovia A3 - Salida 285,46340,REQUENA,VALENCIA/VALÈNCIA,ESPAÑA
17,4007,GUADALAJARA-YEBES,40.5873150,-3.1243010,"Ctra. N - 320 --- Sacedon-Cuenca, Km 268",19000,YEBES,GUADALAJARA,ESPAÑA
20,4307,FIGUERES-VILAFANT,42.2647710,2.94354700,"Avda. Puig Grau, S/N",17740,VILAFANT,GIRONA,ESPAÑA
21,5000,GRANADA,37.1840380,-3.6091540,"Avda. de los Andaluces, S/N",18014,GRANADA,GRANADA,ESPAÑA
22,5012,LOJA,37.1753720,-4.1348410,"C/ Fuente Don Pedro, S/N",18300,LOJA,GRANADA,ESPAÑA
23,5013,LOJA-SAN FRANCISCO,37.1748680,-4.1494790,"Plaza Estacion Ferrocarril, 56",18300,LOJA,GRANADA,ESPAÑA
24,5019,ANTEQUERA-CIUDAD,37.0281710,-4.5609110,"Barriada Estacion, S/N",29200,ANTEQUERA,MÁLAGA,ESPAÑA
509,13003,IZARRA,42.9514090,-2.9007550,,,URKABUSTAIZ,ARABA/ÁLAVA,ESPAÑA
415,8004,SEGOVIA-GUIOMAR,40.9105770,-4.0945640,"Paseo Campos de Castilla, S/N",40006,SEGOVIA,SEGOVIA,ESPAÑA
416,8223,VIGO URZAIZ,42.2341890,-8.7137280,Rúa Vía Norte S/N,36201,VIGO,PONTEVEDRA,ESPAÑA
417,8224,REDONDELA AV,42.2860050,-8.6194020,"Estrada de Pazos, 10",36818,REDONDELA,PONTEVEDRA,ESPAÑA
418,8240,MEDINA DEL CAMPO AV,41.3174590,-4.9100710,"Ctra. Vp-8904 de las Salinas, Km 1,500",47400,MEDINA DEL CAMPO,VALLADOLID,ESPAÑA
419,8247,SANABRIA AV,42.0450532,-6.5631319,"Carretera N-525 P.k. 78+100,  Polígono 34 Parcela 9006",49320,PUEBLA DE SANABRIA,ZAMORA,ESPAÑA
420,8251,A GUDIÑA-PORTA DE GALICIA,42.0635401,-7.1355604,"Rúa Viana, S/N",32540,GUDIÑA (A),OURENSE,ESPAÑA
436,10207,LAS NAVAS DEL MARQUÉS,40.5892050,-4.3622590,"Avda. Estación Ferrocarril, S/N",5230,NAVAS DEL MARQUÉS (LAS),ÁVILA,ESPAÑA
437,10208,NAVALPERAL,40.5911520,-4.4083820,"Avda. Estación Ferrocarril, S/N",5240,NAVALPERAL DE PINARES,ÁVILA,ESPAÑA
438,10209,EL PIMPOLLAR,40.5675870,-4.2835410,"C/ Estación Ferrocarril, S/N",28296,SANTA MARÍA DE LA ALAMEDA,MADRID,ESPAÑA
439,10300,HERRADÓN-LA CAÑADA,40.5992750,-4.4950390,"Avda. Estación Ferrocarril, S/N",5294,HERRADÓN DE PINARES,ÁVILA,ESPAÑA
440,10302,GUIMORCONDO,40.6490620,-4.6149870,"Avda. Estación Ferrocarril, S/N",5004,ÁVILA,ÁVILA,ESPAÑA
441,10400,ÁVILA,40.6572550,-4.6833120,"Paseo Estación Ferrocarril, S/N",5001,ÁVILA,ÁVILA,ESPAÑA
442,10409,ARÉVALO,41.0471230,-4.7019880,"C/ Deposito, S/N",5200,ARÉVALO,ÁVILA,ESPAÑA
443,10500,MEDINA DEL CAMPO,41.3176170,-4.9099230,"Avda. Estación Ferrocarril, 27",47400,MEDINA DEL CAMPO,VALLADOLID,ESPAÑA
444,10501,POZALDEZ,41.3679200,-4.8360010,"C/ Estación Ferrocarril, S/N",47220,POZALDEZ,VALLADOLID,ESPAÑA
445,10502,MATAPOZUELOS,41.4227940,-4.8010250,"C/ Camino Estación Ferrocarril, S/N",47230,MATAPOZUELOS,VALLADOLID,ESPAÑA
446,10503,VALDESTILLAS,41.4887290,-4.7729370,"Avda. Valladolid, S/N",47240,VALDESTILLAS,VALLADOLID,ESPAÑA
447,10504,VIANA,41.5240700,-4.7544890,"C/ Estación Ferrocarril, S/N",47150,VIANA DE CEGA,VALLADOLID,ESPAÑA
448,10600,VALLADOLID-CAMPO GRANDE,41.6421670,-4.7269860,"C/ Recondo, S/N",47007,VALLADOLID,VALLADOLID,ESPAÑA
449,10602,CABEZÓN DEL PISUERGA,41.7372760,-4.6512940,"C/ Estación Ferrocarril, S/N",47260,CABEZÓN DE PISUERGA,VALLADOLID,ESPAÑA
450,10603,CORCOS-AGUILAREJO,41.7664460,-4.6234850,"Camino Estación Ferrocarril, S/N",47281,CORCOS,VALLADOLID,ESPAÑA
451,10604,CUBILLAS DE SANTA MARTA,41.8088610,-4.5797540,"C/ Camino del Apeadero, S/N",47290,CUBILLAS DE SANTA MARTA,VALLADOLID,ESPAÑA
452,10605,DUEÑAS,41.8704800,-4.5412160,"C/ Estación Ferrocarril, 7",34210,DUEÑAS,PALENCIA,ESPAÑA
453,10610,VALLADOLID UNIVERSIDAD,41.6602570,-4.7040370,"Ctra. Juan Carlos I, S/N",47011,VALLADOLID,VALLADOLID,ESPAÑA
454,11000,VENTA DE BAÑOS,41.9173600,-4.4958440,"C/ Linea Ferrocarril, 3 - 7",34200,VENTA DE BAÑOS,PALENCIA,ESPAÑA
455,11004,MAGAZ,41.9765610,-4.4321140,"Avda. Virgen de Villaverde, S/N",34220,MAGAZ DE PISUERGA,PALENCIA,ESPAÑA
456,11006,QUINTANA DEL PUENTE,42.0799740,-4.1985800,"C/ Aselmo Arenillas, S/N",34250,QUINTANA DEL PUENTE,PALENCIA,ESPAÑA
457,11009,VILLAQUIRÁN,42.2157170,-3.9993960,"Ctra. Estación Ferrocarril, S/N",9118,VILLAQUIRÁN DE LOS INFANTES,BURGOS,ESPAÑA
458,11014,BURGOS-ROSA MANZANO,42.3711970,-3.6663080,"Avda. Principe de Asturias, S/N",9006,BURGOS,BURGOS,ESPAÑA
459,11109,BRIVIESCA,42.5427650,-3.3192870,"C/ Vía Ferrea, S/N",9240,BRIVIESCA,BURGOS,ESPAÑA
460,11111,PANCORBO,42.6304860,-3.1123070,"C/ Estación Ferrocarril, 2",9280,PANCORBO,BURGOS,ESPAÑA
466,11209,ESTÍBALIZ-OREITIA,42.8539650,-2.5601630,,,VITORIA-GASTEIZ,ARABA/ÁLAVA,ESPAÑA
471,11303,ZEGAMA-OTZAURTE (APT),42.9394120,-2.2635810,,,ZEGAMA,GIPUZKOA,ESPAÑA
508,12100,SEGOVIA,40.9340300,-4.1136500,"C/ Obispo Quesada, 1",40006,SEGOVIA,SEGOVIA,ESPAÑA
492,11602,HENDAYA,43.3522980,-1.7830810,"Boulevard Du General de Gaulle, S/N",,IRUN,CEUTA,ESPAÑA
498,12007,TABLADA,40.7056480,-4.1253100,"Avda. Valle del Guadarrama, S/N",28480,GUADARRAMA,MADRID,ESPAÑA
499,12008,GUDILLOS,40.7169140,-4.1576810,"Camino de Gudillos, S/N",40400,ESPINAR (EL),SEGOVIA,ESPAÑA
500,12009,SAN RAFAEL,40.7149440,-4.1814300,"Barrio de San Rafael, S/N",40410,CASTRO DEL RÍO,SEGOVIA,ESPAÑA
501,12010,EL ESPINAR,40.7408520,-4.1894820,"C/ Estación Ferrocarril, S/N",40400,CASTRO DEL RÍO,SEGOVIA,ESPAÑA
502,12011,LOS ÁNGELES DE SAN RAFAEL,40.7779090,-4.2069330,"Urbanizacion los Angeles de San Rafael, S/N",40424,CASTRO DEL RÍO,SEGOVIA,ESPAÑA
503,12012,OTERO-HERREROS,40.8009700,-4.2035040,"Barrio Estación Ferrocarril, S/N",40422,OTERO DE HERREROS,SEGOVIA,ESPAÑA
504,12013,ORTIGOSA DEL MONTE,40.8327710,-4.1680940,"Avda. Estación Ferrocarril, S/N",40421,ORTIGOSA DEL MONTE,SEGOVIA,ESPAÑA
505,12014,NAVAS DE RIOFRÍO-LA LOSA,40.8566730,-4.1411030,"C/ Estación Ferrocarril, S/N",40420,NAVAS DE RIOFRÍO,SEGOVIA,ESPAÑA
515,14100,PALENCIA,42.0157110,-4.5341350,"Plaza de los Jardinillos S/N, Palencia",34005,PALENCIA,PALENCIA,ESPAÑA
516,14101,MONZÓN DE CAMPOS,42.1055380,-4.5016770,"C/ Estación de Ferrocarril, S/N",34410,MONZÓN DE CAMPOS,PALENCIA,ESPAÑA
517,14102,AMUSCO,42.1780190,-4.4807430,"Ctra. P- 983 - Estación Ferrocarril, S/N",34420,AMUSCO,PALENCIA,ESPAÑA
518,14103,PIÑA,42.2117470,-4.4346890,"C/ Estación Ferrocarril, S/N",34430,PIÑA DE CAMPOS,PALENCIA,ESPAÑA
519,14104,FRÓMISTA,42.2649000,-4.4024330,"C/ las Huesas, S/N",34440,FRÓMISTA,PALENCIA,ESPAÑA
520,14105,MARCILLA DE CAMPOS,42.3173930,-4.3797130,,,MARCILLA DE CAMPOS,PALENCIA,ESPAÑA
521,14107,OSORNO,42.4150770,-4.3573670,"Avda. Calvo Sotelo, S/N",34460,OSORNO LA MAYOR,PALENCIA,ESPAÑA
522,14108,ESPINOSA DE VILLAGONZALO,42.4523730,-4.3678110,"C/ Apeadero, S/N",34491,ESPINOSA DE VILLAGONZALO,PALENCIA,ESPAÑA
523,14111,HERRERA DE PISUERGA,42.5984770,-4.3166830,"Ctra. C- 627 --- Estación de Ferrocarril, S/N",34400,HERRERA DE PISUERGA,PALENCIA,ESPAÑA
524,14112,ALAR DEL REY,42.6568370,-4.3113720,"C/ Estación Ferrocarril, S/N",34480,ALAR DEL REY,PALENCIA,ESPAÑA
525,14113,MAVE,42.7237260,-4.2761600,"Pza. Estación Ferrocarril, S/N",34492,AGUILAR DE CAMPOO,PALENCIA,ESPAÑA
526,14114,AGUILAR DE CAMPOO,42.7853620,-4.2338990,"Barrio Estación Ferrocarril, 18 - 19",34800,AGUILAR DE CAMPOO,PALENCIA,ESPAÑA
527,14115,QUINTANILLA DE LAS TORRES,42.8190300,-4.2027530,"C/ Estación Ferrocarril, S/N",34811,POMAR DE VALDIVIA,PALENCIA,ESPAÑA
528,14116,EL CARRIÓN (APD),42.1163504,-4.4963210,,,MONZÓN DE CAMPOS,PALENCIA,ESPAÑA
529,14117,EL CARRIÓN,42.1166417,-4.500692,"C/ Camino Becerril, S/N",34410,MONZÓN DE CAMPOS,PALENCIA,ESPAÑA
530,14200,MATAPORQUERA,42.8709010,-4.1654060,C/  la Constitucion   S/N- Mataporquera (Valdeolea),39410,VALDEOLEA,CANTABRIA,ESPAÑA
549,14229,ZURITA,43.3497231,-3.9335829,,,PIÉLAGOS,CANTABRIA,ESPAÑA
558,15001,GRIJOTA,42.0492250,-4.5839540,"Paseo Estación Ferrocarril, S/N",34192,GRIJOTA,PALENCIA,ESPAÑA
559,15003,BECERRIL,42.1047060,-4.6471200,"Ctra. P - 953 --- Estación Ferrocarril, S/N",34310,BECERRIL DE CAMPOS,PALENCIA,ESPAÑA
560,15004,PAREDES DE NAVA,42.1506940,-4.6975990,"Avda. Berruguete, 38",34300,PAREDES DE NAVA,PALENCIA,ESPAÑA
561,15006,CISNEROS,42.1911200,-4.8502490,"Ctra. P - 932 --- Estación Ferrocarril, S/N",34320,CISNEROS,PALENCIA,ESPAÑA
562,15007,VILLADA,42.2452380,-4.9705890,"C/ Estación Norte, S/N",34340,VILLADA,PALENCIA,ESPAÑA
563,15008,GRAJAL,42.3232460,-5.0133810,"C/ Estación Ferrocarril, S/N",24340,GRAJAL DE CAMPOS,LEÓN,ESPAÑA
564,15009,SAHAGÚN,42.3693290,-5.0226670,"C/ Tras Estación, S/N",24320,SAHAGÚN,LEÓN,ESPAÑA
565,15012,EL BURGO RANERO,42.4257530,-5.2085920,"C/ Senda Estación Ferrocarril, S/N",24343,BURGO RANERO (EL),LEÓN,ESPAÑA
566,15014,SANTAS MARTAS,42.4600040,-5.3867770,"C/ Estación Ferrocarril, 10-16",24330,SANTAS MARTAS,LEÓN,ESPAÑA
567,15015,PALANQUINOS,42.4607160,-5.4975840,"Pza. Santa Rita, 10",24225,VILLANUEVA DE LAS MANZANAS,LEÓN,ESPAÑA
568,15017,TORNEROS (APT),42.5167560,-5.5599880,,,ONZONILLA,LEÓN,ESPAÑA
569,15100,LEÓN,42.5960480,-5.5824280,"Avda. Palencia, S/N",24009,LEÓN,LEÓN,ESPAÑA
570,15104,CUADROS,42.7125640,-5.6359760,,,CUADROS,LEÓN,ESPAÑA
571,15106,LA ROBLA,42.8044540,-5.6262550,"C/ la Estación, S/N",24640,ROBLA (LA),LEÓN,ESPAÑA
572,15108,LA POLA DE GORDÓN,42.8540990,-5.6745240,"C/ Capitan Lozano, 7",24600,POLA DE GORDÓN (LA),LEÓN,ESPAÑA
573,15109,SANTA LUCÍA,42.8751500,-5.6396130,"C/ Reino de Leon, 1",24650,POLA DE GORDÓN (LA),LEÓN,ESPAÑA
574,15110,CIÑERA,42.8893560,-5.6404600,,,POLA DE GORDÓN (LA),LEÓN,ESPAÑA
575,15112,VILLAMANÍN,42.9367100,-5.6576370,"C/ Estación Ferrocarril, 5",24680,VILLAMANÍN,LEÓN,ESPAÑA
576,15113,BUSDONGO,42.9844950,-5.7053910,"Ctra. N - 630 --- Estación Ferrocarril, 1",24690,VILLAMANÍN,LEÓN,ESPAÑA
577,15116,LINARES-CONGOSTINAS,43.1017430,-5.7721620,"Camino Aspr - 92 --- Estación Ferrocarril, S/N",33694,LENA,ASTURIAS,ESPAÑA
613,17200,ARANDA DE DUERO-MONTECILLO,41.6686160,-3.6968140,,,ARANDA DE DUERO,BURGOS,ESPAÑA
621,20002,QUINTANA-RANEROS,42.5500850,-5.6377890,"C/ Guzman El Bueno, S/N",24391,SANTOVENIA DE LA VALDONCINA,LEÓN,ESPAÑA
622,20003,VILLADANGOS,42.5217430,-5.7454200,,,VILLADANGOS DEL PÁRAMO,LEÓN,ESPAÑA
743,31211,BAÑOS DE MOLGAS,42.2376290,-7.6830600,,,BAÑOS DE MOLGAS,OURENSE,ESPAÑA
623,20005,VEGUELLINA,42.4335000,-5.8875600,"Paseo Estación Ferrocarril, 34",24350,VILLAREJO DE ÓRBIGO,LEÓN,ESPAÑA
624,20006,BARRIENTOS,42.4143010,-5.9639880,"C/ Santa Ana, 20",24394,VALDERREY,LEÓN,ESPAÑA
625,20007,NISTAL,42.4244620,-6.0080300,"C/ Antonio Aceña, 21",24395,SAN JUSTO DE LA VEGA,LEÓN,ESPAÑA
626,20008,VILLAVANTE,42.4645800,-5.8389140,"C/ El Palacio, 32",24393,SANTA MARINA DEL REY,LEÓN,ESPAÑA
627,20100,ASTORGA,42.4594890,-6.0472120,"Avda. Estación Ferrocarril, S/N",24700,ASTORGA,LEÓN,ESPAÑA
628,20101,OTERO DE ESCARPIZO,42.5137980,-6.0550570,,,VILLAOBISPO DE OTERO,LEÓN,ESPAÑA
629,20102,VEGA-MAGAZ,42.5537600,-6.0682670,"C/ Camino Estación Ferrocarril, S/N",24396,MAGAZ DE CEPEDA,LEÓN,ESPAÑA
630,20103,PORQUEROS,42.5989350,-6.1082380,"C/ Estación Ferrocarril, 5",24397,MAGAZ DE CEPEDA,LEÓN,ESPAÑA
631,20104,BRAÑUELAS,42.6326310,-6.2010020,"Travesia Fanal, 5",24360,VILLAGATÓN,LEÓN,ESPAÑA
632,20106,LA GRANJA,42.6148740,-6.2824950,"Avda. San Vicente, S/N",24378,TORRE DEL BIERZO,LEÓN,ESPAÑA
633,20109,TORRE DEL BIERZO,42.5955780,-6.3290830,"Paseo Estación Ferrocarril, S/N",24370,TORRE DEL BIERZO,LEÓN,ESPAÑA
634,20111,BEMBIBRE,42.6095580,-6.4220480,"C/ Susana Gonzalez, 56",24300,BEMBIBRE,LEÓN,ESPAÑA
635,20112,VILLAVERDE DE LOS CESTOS,42.5981290,-6.5031120,,,CASTROPODAME,LEÓN,ESPAÑA
636,20113,SAN MIGUEL DE LAS DUEÑAS,42.5863920,-6.5237760,"C/ Estación Ferrocarril, 34",24398,CONGOSTO,LEÓN,ESPAÑA
637,20200,PONFERRADA,42.5454290,-6.6023760,"Avda. del Ferrocarril, 15",24400,PONFERRADA,LEÓN,ESPAÑA
638,20202,POSADA DEL BIERZO,42.5401530,-6.7151250,,,CARRACEDELO,LEÓN,ESPAÑA
639,20203,VILLADEPALOS,42.5368600,-6.7511090,"C/ Camino del Apeadero, S/N",24565,CARRACEDELO,LEÓN,ESPAÑA
640,20204,TORAL DE LOS VADOS,42.5410520,-6.7767030,"Pza. Estación Ferrocarril, S/N",24560,TORAL DE LOS VADOS,LEÓN,ESPAÑA
641,20206,LA BAROSA,42.4994480,-6.8256100,,,CARUCEDO,LEÓN,ESPAÑA
642,20207,COVAS,42.4753260,-6.8308780,"C/ Estación Ferrocarril, S/N",32141,RUBIÁ,OURENSE,ESPAÑA
643,20208,QUEREÑO,42.4207040,-6.8294860,"Rúa da Estación, S/N",32320,RUBIÁ,OURENSE,ESPAÑA
644,20209,PUMARES,42.4045330,-6.8590630,,,CARBALLEDA DE VALDEORRAS,OURENSE,ESPAÑA
645,20210,SOBRADELO,42.4148590,-6.9119510,"Ctra. de Entoma - Estación Ferrocarril, S/N",32330,CARBALLEDA DE VALDEORRAS,OURENSE,ESPAÑA
646,20211,O BARCO DE VALDEORRAS,42.4183010,-6.9850300,"Avda. Estación Ferrocarril, S/N",32300,BARCO DE VALDEORRAS (O),OURENSE,ESPAÑA
647,20212,VILAMARTÍN DE VALDEORRAS,42.4118290,-7.0611850,"Pza. Miguel Estevez, S/N",32340,VILAMARTÍN DE VALDEORRAS,OURENSE,ESPAÑA
648,20213,A RÚA-PETÍN,42.3927600,-7.1132840,"Rúa Circunvalación, S/N",32350,RÚA (A),OURENSE,ESPAÑA
649,20214,MONTEFURADO,42.3940200,-7.1984000,"C/ San Miguel Montef, 4",27390,QUIROGA,LUGO,ESPAÑA
650,20216,SAN CLODIO-QUIROGA,42.4652710,-7.2871980,"Rúa Do Ferrocarril, 31",27310,RIBAS DE SIL,LUGO,ESPAÑA
651,20218,A POBRA DO BROLLÓN,42.5336820,-7.4000880,"Avda. da Pobra, S/N",27331,POBRA DO BROLLÓN (A),LUGO,ESPAÑA
652,20300,MONFORTE DE LEMOS,42.5296820,-7.5035890,"Praza da Estación, S/N",27400,MONFORTE DE LEMOS,LUGO,ESPAÑA
653,20305,SARRIA,42.7840490,-7.4188220,"Rúa Ramon Cabanillas, 6",27600,SARRIA,LUGO,ESPAÑA
654,20306,PEDRELO-CÉLTIGOS,42.8329340,-7.3933290,"C/ Celtigos, 84",27617,SARRIA,LUGO,ESPAÑA
655,20309,LUGO,43.0152220,-7.5521760,"Pla. de Conde Fontao, S/N",27003,LUGO,LUGO,ESPAÑA
656,20310,RÁBADE,43.1213780,-7.6248350,"Praza de España, 23",27370,RÁBADE,LUGO,ESPAÑA
657,20311,BEGONTE,43.1491720,-7.6864170,,,BEGONTE,LUGO,ESPAÑA
658,20312,BAAMONDE,43.1734050,-7.7561280,"C/ Estación Ferrocarril, 8",27371,BEGONTE,LUGO,ESPAÑA
659,20313,PARGA,43.1636440,-7.8373830,"Avda. da Estación, 9",27380,GUITIRIZ,LUGO,ESPAÑA
660,20314,GUITIRIZ,43.1790580,-7.8950390,"C/ Estación Ferrocarril, 71",27300,GUITIRIZ,LUGO,ESPAÑA
661,20316,TEIXEIRO,43.1414110,-8.0376900,"C/ Camino Estación Ferrocarril, S/N",15310,CURTIS,"CORUÑA, A",ESPAÑA
662,20317,CURTIS,43.1272320,-8.1431550,"Praza de Compostela, 9",15310,CURTIS,"CORUÑA, A",ESPAÑA
663,20318,PIÑOI,43.1279220,-8.1634980,"C/ Estación Ferrocarril, S/N",15390,CESURAS,"CORUÑA, A",ESPAÑA
664,20319,CESURAS,43.1730730,-8.2005000,"Rúa Estación Ferrocarril, S/N",15391,CESURAS,"CORUÑA, A",ESPAÑA
665,20320,OZA DOS RÍOS,43.2187700,-8.1871110,"C/ Lois, 48",15380,OZA DOS RÍOS,"CORUÑA, A",ESPAÑA
666,20400,BETANZOS-INFESTA,43.2706980,-8.2258470,"Camino Real da Infesta, S/N",15319,BETANZOS,"CORUÑA, A",ESPAÑA
667,20402,CECEBRE,43.2879130,-8.3077670,"C/ Apeadeiro, S/N",15650,CAMBRE,"CORUÑA, A",ESPAÑA
668,20403,CAMBRE,43.2905020,-8.3521040,"Ctra. da Estación Ferrocarril, 47",15660,CAMBRE,"CORUÑA, A",ESPAÑA
669,20404,O BURGO-SANTIAGO,43.3178410,-8.3687500,"C/ Ramon Cabanillas, 8",15670,CULLEREDO,"CORUÑA, A",ESPAÑA
670,20410,ELVIÑA-UNIVERSIDADE,43.3352220,-8.4130610,"C/ Estación Ferrocarril, S/N",15190,CORUÑA (A),"CORUÑA, A",ESPAÑA
671,21001,BETANZOS-CIDADE,43.2841370,-8.2158740,"Rúa Arxentina, 10",15319,BETANZOS,"CORUÑA, A",ESPAÑA
672,21002,MIÑO,43.3494310,-8.2073130,"Pza. Estación Ferrocarril, S/N",15630,MIÑO,"CORUÑA, A",ESPAÑA
673,21003,PERBES,43.3781970,-8.2011060,"C/ A Cruz, 20",15608,MIÑO,"CORUÑA, A",ESPAÑA
674,21004,PONTEDEUME,43.4117970,-8.1804160,"Avda. Ferrol, 77",15614,PONTEDEUME,"CORUÑA, A",ESPAÑA
675,21005,CABANAS,43.4155850,-8.1688280,"Avda. Hilario Ruiz, S/N",15621,CABANAS,"CORUÑA, A",ESPAÑA
676,21006,FRANZA,43.4384480,-8.1976330,,,MUGARDOS,"CORUÑA, A",ESPAÑA
677,21007,BARALLOBRE,43.4628990,-8.1885860,"Rúa Pablo Ares Feal, 43",15528,FENE,"CORUÑA, A",ESPAÑA
678,21008,PERLÍO,43.4723090,-8.1748370,"Rúa Antonia Montero, 4",15500,FENE,"CORUÑA, A",ESPAÑA
679,21009,NEDA,43.4953510,-8.1609670,"Avda. Castelao, 47",15510,NEDA,"CORUÑA, A",ESPAÑA
681,21913,POLIGON INDUSTRIAL DEL SEGRE,41.6157446,0.6269556,,25191,LLEIDA,LLEIDA,ESPAÑA
682,22001,CANAVAL,42.4828820,-7.5877330,"Travesia Estación Ferrocarril, 19",27440,SOBER,LUGO,ESPAÑA
683,22002,AREAS,42.4577990,-7.6287900,"Ctra. Lu -P - 5902 - Estación Ferrocarril, S/N",27578,SOBER,LUGO,ESPAÑA
684,22003,SANTO ESTEVO DO SIL,42.4269210,-7.6616760,"Ctra. Lu-P-4103 - Estación Ferrocarril, S/N",27437,PANTÓN,LUGO,ESPAÑA
685,22004,SAN PEDRO DO SIL,42.4413530,-7.7041200,"Ctra. Lu-P-4104 - Estación Ferrocarril, S/N",27470,PANTÓN,LUGO,ESPAÑA
686,22005,OS PEARES,42.4514390,-7.7355230,"Ctra. Lu-P-1004 - Estación Ferrocarril, S/N",32440,PEROXA (A),OURENSE,ESPAÑA
687,22006,BARRA DE MIÑO,42.4010950,-7.8025670,"Rúa da Estación, 34-37",32950,COLES,OURENSE,ESPAÑA
688,22100,OURENSE,42.3503890,-7.8727770,"Avda. Marin, S/N",32001,OURENSE,OURENSE,ESPAÑA
689,22101,BARBANTES,42.3383760,-8.0117210,"Rúa da Estación, 1",32450,CENLLE,OURENSE,ESPAÑA
690,22102,RIBADAVIA,42.2931000,-8.1392610,"Rúa Baixada O Consello, S/N",32400,RIBADAVIA,OURENSE,ESPAÑA
691,22103,FILGUEIRA,42.2199170,-8.1847880,"Ctra. Po - 401 --- Estación Ferrocarril, S/N",36420,CRECENTE,PONTEVEDRA,ESPAÑA
692,22104,FRIEIRA,42.1548820,-8.2010360,"Ctra. Or - 412 --- Estación Ferrocarril, S/N",36428,CRECENTE,PONTEVEDRA,ESPAÑA
693,22105,POUSA-CRECENTE,42.1367050,-8.2348890,"C/ Pousa - Estación Ferrocarril, S/N",36493,CRECENTE,PONTEVEDRA,ESPAÑA
694,22106,ARBO,42.1070580,-8.3002470,"Rúa da Estación, 2",36430,ARBO,PONTEVEDRA,ESPAÑA
695,22107,SELA,42.0920920,-8.3559980,"Ctra. Po-400 Estación Ferrocarril, S/N",36494,ARBO,PONTEVEDRA,ESPAÑA
696,22108,AS NEVES,42.0754620,-8.4200740,"Ctra. Ep - 4203 --- Estación Ferrocarril, S/N",36440,NEVES (AS),PONTEVEDRA,ESPAÑA
697,22109,SALVATERRA,42.0816400,-8.4951410,"Rúa Marques de Viana, S/N",36450,SALVATERRA DE MIÑO,PONTEVEDRA,ESPAÑA
698,22110,CALDELAS,42.0558130,-8.5663430,"Ctra. Po - 404 --- Estación Ferrocarril, S/N",36729,TUI,PONTEVEDRA,ESPAÑA
699,22200,GUILLAREI,42.0656630,-8.6225300,"Pla. Estación Ferrocarril, S/N",36720,TUI,PONTEVEDRA,ESPAÑA
700,22201,O PORRIÑO,42.1641900,-8.6220200,"Rúa Estación Ferrocarril, 9",36400,PORRIÑO (O),PONTEVEDRA,ESPAÑA
701,22202,LOUREDO-VALOS,42.2343880,-8.5968340,,,MOS,PONTEVEDRA,ESPAÑA
702,22300,REDONDELA,42.2860050,-8.6194020,"Avenida de la Estación, S/N",36800,REDONDELA,PONTEVEDRA,ESPAÑA
703,22302,CHAPELA,42.2640640,-8.6752580,,,REDONDELA,PONTEVEDRA,ESPAÑA
704,22308,VIGO-GUIXAR,42.2392656,-8.7146089,"Rúa Areal, S/N",36201,VIGO,PONTEVEDRA,ESPAÑA
705,22401,TUI,42.0565340,-8.6428840,"Avda. la Concordia, 71",36715,TUI,PONTEVEDRA,ESPAÑA
706,22402,VALENÇA DO MINHO,42.0247340,-8.6397450,Avda. do Espanha,,TUI,PONTEVEDRA,ESPAÑA
707,23000,REDONDELA-PICOTA,42.2868660,-8.6071180,"Camiño Carrascal, 10",36800,REDONDELA,PONTEVEDRA,ESPAÑA
708,23001,CESANTES,42.3102580,-8.6165410,"C/ Estrada Praia de Cesantes, 80",36693,REDONDELA,PONTEVEDRA,ESPAÑA
709,23002,ARCADE,42.3405490,-8.6111780,"Rúa Rosalia de Castro, S/N",36690,SOUTOMAIOR,PONTEVEDRA,ESPAÑA
