codigo,label,poblacion,coordenadas
08014,Aiguafreda,2569,Point(2.251498 41.768111)
08015,Badalona,231542,Point(2.233333333 41.433333333)
08016,Bagá,2161,Point(1.863611111 42.254722222)
08017,Balenyá,4021,Point(2.234847 41.812907)
08018,Balsareny,3380,Point(1.876944444 41.865833333)
08019,Barcelona,1731649,Point(2.176944444 41.3825)
08020,Begas,7561,Point(1.922779 41.331907)
08021,Bellprat,69,Point(1.435277777 41.518888888)
08022,Berga,17473,Point(1.845555555 42.1)
08023,Bigas,10139,Point(2.223611111 41.678611111)
08024,Borredá,433,Point(1.995833333 42.138055555)
08025,El Bruc,2290,Point(1.781111111 41.5825)
08026,Brull,296,Point(2.306944444 41.818611111)
08027,Les Cabanyes,1060,Point(1.690277777 41.373055555)
08028,Cabrera de Igualada,1772,Point(1.704722222 41.479444444)
08029,Cabrera de Mar,5045,Point(2.395555555 41.5275)
08030,Cabrils,7765,Point(2.369166666 41.528333333)
08031,Calaf,3644,Point(1.5148194 41.7326746)
08032,Caldetas,3356,Point(2.528611111 41.571944444)
08033,Caldas de Montbuy,18567,Point(2.1675 41.632777777)
08034,Calders,1122,Point(1.987777777 41.790555555)
08035,Calella,20864,Point(2.664166666 41.616944444)
08036,Calonge de Segarra,179,Point(1.4825 41.765833333)
08037,Calldetenes,2733,Point(2.285555555 41.9275)
08038,Callús,2180,Point(1.7837664 41.7824664)
08039,Campins,586,Point(2.465 41.726388888)
08040,Canet de Mar,15198,Point(2.582777777 41.591111111)
08041,Canovellas,17473,Point(2.281373 41.617592)
08042,Cánoves,3399,Point(2.353008 41.694019)
08043,Canyellas,5505,Point(1.722916 41.282934)
08044,Capellades,5608,Point(1.686666666 41.531944444)
08045,Capolat,93,Point(1.752938 42.078365)
08046,Cardedeu,19046,Point(2.359444444 41.640555555)
08047,Cardona,4553,Point(1.6809864 41.9141431)
08048,Carme,847,Point(1.6211224 41.5313629)
08049,Caserras,1660,Point(1.843333333 42.015)
08050,Castellar del Riu,151,Point(1.71 42.133055555)
08051,Castellar del Vallés,25422,Point(2.087838888 41.618538888)
08052,Castellar de Nuch,166,Point(2.018888888 42.285)
08053,Castellbell y Vilar,4159,Point(1.863611111 41.633888888)
08054,Castellbisbal,13061,Point(1.982222222 41.476666666)
08055,Castellcir,804,Point(2.149722222 41.761944444)
08056,Castelldefels,70057,Point(1.976666666 41.28)
08057,Castell del Areny,68,Point(1.946944444 42.174722222)
08058,Castellet y Gornal,2776,Point(1.592833 41.254323)
08059,Castellfullit del Boix,467,Point(1.6847457 41.6657331)
08060,Castellfollit de Riubregós,153,Point(1.4383714 41.7762237)
08061,Castellgalí,2413,Point(1.8378043 41.6732765)
08062,Castellnou de Bages,1473,Point(1.8364808 41.8348412)
08063,Castellolí,669,Point(1.7002323 41.5981563)
08064,Castelltersol,2754,Point(2.1225 41.751944444)
08065,Castellví de la Marca,1721,Point(1.619722222 41.328055555)
08066,Castellví de Rosanes,2171,Point(1.900555555 41.451666666)
08067,Centelles,7864,Point(2.221666666 41.799444444)
08068,Cervelló,9743,Point(1.958895 41.396166)
08069,Collbató,4828,Point(1.830277777 41.570833333)
08070,Collsuspina,391,Point(2.176111111 41.827777777)
08071,Copóns,352,Point(1.519444444 41.638333333)
08072,Corbera de Llobregat,16010,Point(1.931388888 41.416944444)
08073,Cornellá de Llobregat,92237,Point(2.071111111 41.355)
08074,Cubellas,17673,Point(1.673611111 41.21)
08075,Dosrius,6287,Point(2.407222222 41.594166666)
08076,Esparraguera,22665,Point(1.869166666 41.538055555)
08077,Esplugas de Llobregat,48221,Point(2.085833333 41.376666666)
08078,Espunyola,260,Point(1.770833333 42.054722222)
08079,L'Estany,390,Point(2.1116329 41.8682984)
08080,Fígols,40,Point(1.836813 42.180928)
08081,Fogars de Montclús,494,Point(2.444444444 41.728611111)
08082,Fogás de Tordera,1704,Point(2.681111111 41.728055555)
08083,Folgarolas,2262,Point(2.316349 41.940116)
08084,Fonollosa,1570,Point(1.669006 41.763222)
08085,Fontrubí,1441,Point(1.651944444 41.415277777)
08086,Les Franqueses del Vallès,20881,Point(2.296294 41.636418)
08087,Gallifa,171,Point(2.115555555 41.694166666)
08088,La Garriga,17426,Point(2.283333333 41.680388888)
08089,Gavá,48243,Point(2.003888888 41.307222222)
08090,Gayá,172,Point(1.910277777 41.925)
08091,Gélida,8198,Point(1.8646915 41.4409078)
08092,Gironella,5083,Point(1.883055555 42.0375)
08093,Gisclareny,28,Point(1.7875 42.251944444)
08094,La Granada,2287,Point(1.719907 41.377239)
08095,Granera,84,Point(2.059444444 41.730555555)
08096,Granollers,65341,Point(2.288889 41.608333)
08097,Gualba,1766,Point(2.504722222 41.732222222)
08098,Guardiola,3612,Point(1.7671087 41.6797988)
08099,Guardiola de Berguedà,1020,Point(1.87926 42.2333)
08100,Gurb,2741,Point(2.233888888 41.9575)
08101,Hospitalet de Llobregat,289510,Point(2.099166666 41.358888888)
08102,Igualada,42085,Point(1.620833333 41.581388888)
08103,Jorba,850,Point(1.548888888 41.603611111)
08104,La Llacuna,959,Point(1.534166666 41.474166666)
08105,La Llagosta,13280,Point(2.192777777 41.515555555)
08106,Llinás del Vallés,10956,Point(2.402222222 41.640555555)
08107,Llissá de Munt,16540,Point(2.2397066 41.6104867)
08108,Llissá de Vall,6903,Point(2.243055555 41.593611111)
08109,Llusá,281,Point(2.074444444 42.07)
08110,Malgrat de Mar,19714,Point(2.742777777 41.645555555)
08111,Malla,285,Point(2.235833333 41.888888888)
08112,Manlleu,21425,Point(2.283611111 42.0)
08113,Manresa,80974,Point(1.829166666 41.726388888)
08114,Q15623,29175,Point(1.930537 41.47444)
08115,Martorellas,4992,Point(2.237507 41.527921)
08116,Masías de Roda,758,Point(2.306718 41.990059)
08117,Las Masías de Voltregá,3345,Point(2.236111111 42.024166666)
08118,El Masnou,24761,Point(2.317777777 41.481666666)
08119,Masquefa,10120,Point(1.813611111 41.503611111)
08120,Matadepera,9776,Point(2.024444444 41.603611111)
08121,Mataró,131683,Point(2.45 41.533333333)
08122,Mediona,2658,Point(1.6125 41.479722222)
08123,Molins de Rey,27300,Point(2.015833333 41.413888888)
08124,Mollet del Vallés,52990,Point(2.210705 41.535572)
08125,Moncada y Reixach,37460,Point(2.187913 41.486653)
08126,Montgat,12879,Point(2.2789654 41.4666983)
08127,Monistrol de Montserrat,3250,Point(1.841944444 41.609444444)
08128,Monistrol de Calders,764,Point(2.01397 41.75638)
08129,Muntanyola,697,Point(2.179722222 41.880277777)
08130,Monteclaro,132,Point(1.765 42.018055555)
08131,Montesquiu,1131,Point(2.210555555 42.111111111)
08132,Montmajor,473,Point(1.735373 42.017752)
08133,Montmaneu,181,Point(1.417222222 41.627222222)
08134,Figaró-Montmany,1195,Point(2.275 41.722777777)
08135,Montmeló,8886,Point(2.25 41.554722222)
08136,Montornés del Vallés,17102,Point(2.267033 41.544369)
08137,Montseny,388,Point(2.394888 41.75926)
08138,Moyá,6828,Point(2.0971277 41.8130971)
08139,Mura,235,Point(1.9764684 41.6998219)
08140,Navarcles,6276,Point(1.9033612 41.7531567)
08141,Navás,6238,Point(1.878611111 41.899722222)
08142,La Nou,163,Point(1.886111111 42.167777777)
08143,Ódena,3760,Point(1.641944444 41.608055555)
08144,Olván,924,Point(1.906111111 42.058611111)
08145,Olérdola,3945,Point(1.723055555 41.321666666)
08146,Olesa de Bonesvalls,2135,Point(1.850555555 41.355277777)
08147,Olesa de Montserrat,24966,Point(1.894444444 41.545)
08148,Olivella,4435,Point(1.810898 41.310415)
08149,Olost,1209,Point(2.096944444 41.987777777)
08150,Orís,355,Point(2.240277777 42.06)
08151,Oristá,555,Point(2.061944444 41.934722222)
08152,Orpí,175,Point(1.608055555 41.530833333)
08153,Orrius,812,Point(2.355833333 41.5575)
08154,Pachs del Panadés,932,Point(1.670833333 41.364166666)
08155,Palafolls,10038,Point(2.750555555 41.669166666)
08156,Paláu Solitar y Plegamans,15614,Point(2.178529 41.587554)
08157,Pallejá,12006,Point(1.997777777 41.424166666)
08158,El Papiol,4404,Point(2.010555555 41.439166666)
08159,Parets del Vallès,18885,Point(2.233678 41.573274)
08160,Perafita,433,Point(2.108888888 42.043333333)
08161,Piera,17880,Point(1.749444444 41.522222222)
08162,Els Hostalets de Pierola,3258,Point(1.771944444 41.535555555)
08163,Pineda de Mar,30108,Point(2.691111111 41.627222222)
08164,Pla del Penedés,1393,Point(1.712842 41.417615)
08165,La Pobla de Claramunt,2350,Point(1.679722222 41.554444444)
08166,La Pobla de Lillet,1105,Point(1.974446 42.244404)
08167,Polinyà,8581,Point(2.156197 41.557465)
08168,Pontons,516,Point(1.517777777 41.4175)
08169,El Prat de Llobregat,66338,Point(2.0952568 41.3246333)
08170,Els Prats de Rei,554,Point(1.542222222 41.7075)
08171,Prats de Llusanés,2761,Point(2.030833333 42.010833333)
08172,Premiá de Mar,29431,Point(2.3620172 41.4920085)
08174,Puigdalba,621,Point(1.701388888 41.406111111)
08175,Puigreig,4565,Point(1.880555555 41.974166666)
08176,Pujalt,204,Point(1.421666666 41.718333333)
08177,La Quartera,41,Point(1.981666666 42.106944444)
08178,Rajadell,597,Point(1.7056275 41.7291916)
08179,Rellinars,926,Point(1.910833333 41.6375)
08180,Ripollet,39897,Point(2.153427 41.496514)
08181,La Roca del Vallés,11014,Point(2.324701 41.582652)
08182,El Pont de Vilomara i Rocafort,4193,Point(1.907634974 41.7049439)
08183,Roda de Ter,6937,Point(2.309109 41.980119)
08184,Rubí,82823,Point(2.0325 41.493333333)
08185,Rubió,225,Point(1.571388888 41.646388888)
08187,Sabadell,225368,Point(2.1075 41.548333333)
08188,Sagás,154,Point(1.963611111 42.0525)
08189,Salavinera,177,Point(1.575555555 41.738333333)
08190,Saldes,302,Point(1.738055555 42.231388888)
08191,Sallent de Llobregat,7030,Point(1.8948758 41.8259065)
08192,Sampedor,7744,Point(1.839166666 41.783611111)
08193,San Acisclo de Vallalta,1477,Point(2.570277777 41.624722222)
08194,San Adrián de Besós,39323,Point(2.2182775 41.4304832)
08195,San Agustín de Llusanés,106,Point(2.128333333 42.086944444)
08196,San Andrés de la Barca,27094,Point(1.976944444 41.447777777)
08197,San Andrés de Llavaneras,11938,Point(2.482777777 41.573333333)
08198,San Antonio Vilamajor,6724,Point(2.399991 41.672559)
08199,San Bartolomé del Grau,933,Point(2.171944444 41.985555555)
08200,San Baudilio de Llobregat,85610,Point(2.041666666 41.345833333)
08201,San Baudilio de Llusanés,602,Point(2.1525 42.059722222)
08202,San Celoni,18977,Point(2.489678 41.689515)
08203,San Cipriano de Vallalta,3872,Point(2.600555555 41.621388888)
08204,San Clemente de Llobregat,4187,Point(1.998333333 41.338055555)
08205,San Cugat del Vallés,97983,Point(2.085244 41.473538)
08206,San Cugat Sasgarrigas,1038,Point(1.754166666 41.366111111)
08207,San Esteban de Palautordera,3099,Point(2.43192 41.706145)
08208,San Esteban  Sasroviras,8121,Point(1.874444444 41.495)
08209,San Fausto de Campcentellas,9419,Point(2.24 41.506111111)
08210,San Felíu de Codinas,6827,Point(2.1646769 41.6885036)
08211,San Feliú de Llobregat,46781,Point(2.043888888 41.383333333)
08212,San Felíu Saserra,633,Point(2.023 41.946)
08213,San Fructuoso de Bages,9333,Point(1.872651 41.750728)
08214,Vilasar de Dalt,9404,Point(2.3592879 41.5163595)
08215,San Hipólito de Voltregá,3666,Point(2.238888888 42.017222222)
08216,San Jaime de Frontanya,25,Point(2.025833333 42.188888888)
08217,San Juan Despí,35926,Point(2.0570346 41.3667951)
08218,San Juan de Torruella,11133,Point(1.805555555 41.745555555)
08219,Vilasar de Mar,21227,Point(2.392777777 41.505277777)
08220,San Julián de Vilatorta,3323,Point(2.325071 41.922975)
08221,San Justo Desvern,21037,Point(2.075 41.383333)
08222,San Lorenzo de Hortóns,2627,Point(1.825555555 41.469722222)
08223,San Lorenzo Savall,2587,Point(2.058636 41.678874)
08224,San Martín de Centellas,1263,Point(2.251666666 41.765277777)
08225,San Martín del Bas,135,Point(2.075277777 42.029722222)
08226,San Martín de Tous,1269,Point(1.524722222 41.561944444)
08227,San Martín Sarroca,3485,Point(1.611944444 41.387222222)
08228,San Martín Sasgayolas,353,Point(1.490277777 41.703055555)
08229,San Mateo de Bages,641,Point(1.7327386 41.7969781)
08230,Premiá de Dalt,10632,Point(2.345833333 41.508055555)
08231,San Pedro de Ribas,32705,Point(1.772998 41.259195)
08232,San Pedro de Riudevitlles,2516,Point(1.704722222 41.4525)
08233,San Pedro de Torelló,2596,Point(2.296763 42.074782)
08234,San Pedro de Vilamajor,5074,Point(2.392953 41.683393)
08235,San Pol de Mar,5793,Point(2.624444444 41.603333333)
08236,San Quintín de Mediona,2580,Point(1.665 41.464444444)
08237,San Quirico de Besora,2164,Point(2.220277777 42.103333333)
08238,San Quirico del Vallés,20209,Point(2.0820052 41.530143)
08239,San Quirico Safaja,663,Point(2.154444444 41.730277777)
08240,San Sadurní de Noya,12911,Point(1.785 41.426111111)
08241,San Saturnino de Osormot,89,Point(2.3825 41.903611111)
08242,Marganell,309,Point(1.7907524 41.640556)
08243,Santa Cecilia de Voltregá,197,Point(2.223333333 41.994722222)
08244,Santa Coloma de Cervelló,8273,Point(2.0174512 41.3687006)
08245,Santa Coloma de Gramanet,123981,Point(2.211111111 41.453888888)
08246,Santa Eugenia de Berga,2348,Point(2.284166666 41.902222222)
08247,Santa Eulalia de Riuprimer,1516,Point(2.189722222 41.912777777)
08248,Santa Eulalia de Ronsana,7953,Point(2.226111111 41.653055555)
08249,Santa Fe del Panadés,365,Point(1.721666666 41.386944444)
08250,Santa Margarita de Montbuy,10631,Point(1.609166666 41.575555555)
08251,Santa Margarita y Monjós,7806,Point(1.664722222 41.323055555)
08252,Barberá del Vallés,33987,Point(2.124444444 41.516388888)
08253,Santa María de Besora,164,Point(2.258888888 42.129444444)
08254,L'Esquirol,2301,Point(2.369022 42.034935)
08255,Santa María de Marlés,179,Point(1.979167 42.001667)
08256,Santa María de Martorellas de Arriba,868,Point(2.255 41.521388888)
08257,Santa María de Miralles,144,Point(1.527777777 41.519722222)
08258,Santa María de Oló,1099,Point(2.0348964 41.8746556)
08259,Santa María de Palautordera,10080,Point(2.445833333 41.695277777)
08260,Santa Perpetua de Moguda,26130,Point(2.18194 41.5375)
08261,Santa Susana,4099,Point(2.708055555 41.636666666)
08262,San Vicente de Castellet,10164,Point(1.864089 41.66549)
08263,San Vicente dels Horts,28746,Point(2.009708 41.3932274)
08264,San Vicente de Montalt,6802,Point(2.508611111 41.580277777)
08265,San Vicente de Torelló,2117,Point(2.272777777 42.062222222)
08266,Sardañola del Vallés,58528,Point(2.138888888 41.491944444)
08267,Senmanat,9548,Point(2.135767 41.608638)
08268,Serchs,1236,Point(1.861944444 42.148055555)
08269,Seva,3808,Point(2.285277777 41.840555555)
08270,Sitges,32609,Point(1.804166666 41.233888888)
08271,Sobremunt,90,Point(2.166388888 42.037777777)
08272,Sora,225,Point(2.160833333 42.114444444)
08273,Subirats,3288,Point(1.798055555 41.384722222)
08274,Suria,6200,Point(1.752564 41.831136)
08275,Tabérnolas,354,Point(2.327777777 41.953611111)
08276,Tagamanent,328,Point(2.267806 41.738657)
08277,Talamanca,209,Point(1.983333333 41.733333333)
08278,Taradell,6854,Point(2.287395 41.873716)
08279,Tarrasa,233270,Point(2.008055555 41.561111111)
08280,Tavertet,128,Point(2.417783 41.99527)
08281,Teyá,6898,Point(2.324166666 41.498611111)
08282,Tiana,9331,Point(2.269722222 41.483055555)
08283,Tona,8527,Point(2.229166666 41.850555555)
08284,Tordera,19039,Point(2.72 41.700833333)
08285,Torelló,15334,Point(2.262913 42.049229)
08286,Torre de Claramunt,4158,Point(1.660833333 41.535277777)
08287,Torrelavit,1572,Point(1.73 41.449444444)
08288,Torrellas de Foix,2746,Point(1.570555555 41.39)
08289,Torrellas de Llobregat,6170,Point(1.9816276 41.3565232)
08290,Ullastrell,2171,Point(1.95866 41.52631)
08291,Vacarisses,7729,Point(1.918199 41.60633)
08292,Vallbona,1424,Point(1.708888888 41.520833333)
08293,Vallcebre,260,Point(1.819444444 42.205555555)
08294,Vallgorguina,3261,Point(2.51037 41.647871)
08295,Vallirana,16245,Point(1.9320806 41.3877623)
08296,Vallromanes,2778,Point(2.29819 41.531841)
08297,Veciana,168,Point(1.489444444 41.658333333)
08298,Vic,50796,Point(2.254575 41.930379)
08299,Vilada,432,Point(1.931111111 42.138611111)
08300,Viladecaballs,7817,Point(1.955833333 41.557777777)
08301,Viladecans,67587,Point(2.019444444 41.315833333)
08302,Vilanova del Camí,12936,Point(1.638055555 41.573333333)
08303,Vilanova de Sau,325,Point(2.385833333 41.948888888)
08304,Viloví,1154,Point(1.6625 41.390555555)
08305,Villafranca del Panadés,42607,Point(1.699444444 41.344722222)
08306,Villalba Saserra,794,Point(2.442222222 41.653888888)
08307,Villanueva y Geltrú,71641,Point(1.725905 41.224277)
08308,Viver y Serrateix,178,Point(1.782222222 41.95)
08901,Rupit y Pruït,280,Point(2.466944444 42.025833333)
08902,Vilanova del Vallés,5693,Point(2.288608 41.55418)
08903,San Julián de Cerdañola,234,Point(1.893888888 42.225555555)
08904,Badía del Vallés,13060,Point(2.116944444 41.510555555)
08905,La Palma de Cervelló,3056,Point(1.9686826 41.4129722)
09001,Abajas,28,Point(-3.58 42.623333333)
09003,Adrada de Haza,200,Point(-3.821666666 41.594166666)
09006,Aguas Cándidas,61,Point(-3.501666666 42.715833333)
09006000200,Quintanaopio,16,Point(-3.493055555 42.741666666)
09006000300,Río Quintanilla,17,Point(-3.508329391 42.73037581)
09006000300,Río Quintanilla,23,Point(-3.508329391 42.73037581)
09006000300,Río Quintanilla,17,Point(-3.50835 42.73161)
09006000300,Río Quintanilla,23,Point(-3.50835 42.73161)
09007,Aguilar de Bureba,46,Point(-3.328611111 42.59)
09009,Albillos,220,Point(-3.793055555 42.276388888)
09010,Alcocero de Mola,40,Point(-3.356944444 42.474722222)
09011,Alfoz de Bricia,68,Point(-3.879166666 42.896666666)
09012,Alfoz de Santa Gadea,102,Point(-3.950555555 42.955555555)
09013,Altable,44,Point(-3.076944444 42.603333333)
09014,Los Altos,177,Point(-3.631666666 42.808611111)
09016,Ameyugo,107,Point(-3.061388888 42.655555555)
09017,Anguix,166,Point(-3.932161 41.753495)
09018,Aranda de Duero,33956,Point(-3.686388888 41.671388888)
09019,Arandilla,157,Point(-3.428611111 41.7375)
09020,Araúzo de Miel,260,Point(-3.387777777 41.86)
09021,Arauzo de Salce,44,Point(-3.412222222 41.819722222)
09022,Arauzo de Torre,55,Point(-3.4225 41.798333333)
09023,Arcos de la Llana,1823,Point(-3.75406 42.26435)
09023,Arcos de la Llana,1823,Point(-3.755555555 42.266111111)
09024,Arenillas de Riopisuerga,156,Point(-4.233055555 42.356666666)
09025,Arija,115,Point(-3.944444444 42.994166666)
09026,Arlanzón,425,Point(-3.458055555 42.322777777)
09027,Arraya de Oca,49,Point(-3.397777777 42.415277777)
09029,Atapuerca,178,Point(-3.509166666 42.376666666)
09030,Los Ausines,143,Point(-3.5975 42.225555555)
09032,Avellanosa de Muñó,95,Point(-3.824444444 41.983611111)
09033,Bahabón de Esgueva,80,Point(-3.729166666 41.861944444)
09034,Los Balbases,298,Point(-4.062222222 42.215)
09035,Baños de Valdearados,322,Point(-3.556111111 41.769722222)
09036,Bañuelos de Bureba,32,Point(-3.280555555 42.500833333)
09037,Barbadillo de Herreros,103,Point(-3.166666666 42.15)
09038,Barbadillo del Mercado,134,Point(-3.358333333 42.039166666)
09039,Barbadillo del Pez,64,Point(-3.228333333 42.119444444)
09041,Barrio de Muñó,32,Point(-4.006944444 42.175)
09043,Los Barrios de Bureba,179,Point(-3.390833333 42.645833333)
09043000400,Terrazos,42,Point(-3.360519444 42.617838888)
09044,Barrios de Colina,55,Point(-3.459722222 42.396111111)
09045,Basconcillos del Tozo,276,Point(-3.989444444 42.7025)
09046,Bascuñana,20,Point(-3.081944444 42.425277777)
09047,Belbimbre,53,Point(-4.012222222 42.168611111)
09048,Belorado,1823,Point(-3.1902362 42.4205133)
09050,Berberana,52,Point(-3.06 42.919722222)
09051,Berlangas de Roa,204,Point(-3.874166666 41.689166666)
09052,Berzosa de Bureba,26,Point(-3.266111111 42.626666666)
09054,Bozoó,101,Point(-3.085277777 42.726388888)
09054000300,Villanueva Soportilla,24,Point(-3.074347222 42.745877777)
09055,Brazacorta,43,Point(-3.366944444 41.716944444)
09056,Briviesca,6728,Point(-3.323901 42.549057)
09056000200,Cameno,22,Point(-3.29799893 42.56985312)
09056000200,Cameno,23,Point(-3.29799893 42.56985312)
09056000400,Revillagodos,12,Point(-3.401127777 42.487288888)
09056000500,Valdazo,27,Point(-3.3625 42.524444444)
09057,Bugedo,193,Point(-3.017777777 42.649166666)
09058,Buniel,632,Point(-3.823611111 42.309444444)
09059,Burgos,177402,Point(-3.699722222 42.340833333)
09060,Busto de Bureba,140,Point(-3.264444444 42.659166666)
09061,Cabañes de Esgueva,145,Point(-3.785277777 41.831111111)
09062,Cabezón de la Sierra,33,Point(-3.241944444 41.934444444)
09063,Cavia,246,Point(-3.845 42.283611111)
09064,Caleruega,385,Point(-3.4870074 41.8254249)
09065,Campillo de Aranda,175,Point(-3.730277777 41.61)
09066,Campolara,46,Point(-3.427222222 42.119444444)
09067,Canicosa de la Sierra,410,Point(-3.041944444 41.935833333)
09068,Cantabrana,22,Point(-3.466944444 42.734444444)
09070,Carazo,42,Point(-3.353888888 41.969444444)
09071,Carcedo de Bureba,36,Point(-3.498333333 42.578055555)
09071000100,Arconada,8,Point(-3.52110661 42.59680324)
09071000100,Arconada,9,Point(-3.52110661 42.59680324)
09072,Carcedo de Burgos,513,Point(-3.622777777 42.285833333)
09073,Cardeñadijo,1445,Point(-3.6669345 42.3012581)
09074,Cardeñajimeno,1185,Point(-3.621666666 42.330833333)
09075,Cardeñuela Riopico,106,Point(-3.557777777 42.359722222)
09076,Carrias,26,Point(-3.283055555 42.481666666)
09077,Cascajares de Bureba,25,Point(-3.237222222 42.678888888)
09078,Cascajares de la Sierra,25,Point(-3.399444444 42.061666666)
09079,Castellanos de Castro,48,Point(-4.033611111 42.328333333)
09082,Castildelgado,34,Point(-3.084444444 42.437222222)
09083,Castil de Peones,26,Point(-3.384444444 42.483055555)
09084,Castrillo de la Reina,159,Point(-3.236944444 41.987222222)
09085,Castrillo de la Vega,626,Point(-3.781388888 41.650555555)
09086,Castrillo del Val,858,Point(-3.584722222 42.314166666)
09088,Castrillo de Riopisuerga,56,Point(-4.252222222 42.514722222)
09090,Castrillo Mota de Judíos,48,Point(-4.173086 42.307956)
09091,Castrojeriz,794,Point(-4.138888888 42.287777777)
09093,Cayuela,186,Point(-3.819444444 42.2725)
09094,Cebrecos,60,Point(-3.596388888 41.983055555)
09095,Celada del Camino,91,Point(-3.933611111 42.2625)
09098,Cerezo de Río Tirón,467,Point(-3.135555555 42.491111111)
09100,Cerratón de Juarros,42,Point(-3.373888888 42.421944444)
09101,Ciadoncha,77,Point(-3.934722222 42.160555555)
09102,Cillaperlata,31,Point(-3.358333333 42.7825)
09103,Cilleruelo de Abajo,209,Point(-3.795555555 41.884166666)
09104,Cilleruelo de Arriba,52,Point(-3.660277777 41.904722222)
09105,Ciruelos de Cervera,90,Point(-3.53 41.905555555)
09108,Cogollos,687,Point(-3.698888888 42.200833333)
09109,Condado de Treviño,1468,Point(-2.747222222 42.734722222)
09110,Contreras,81,Point(-3.41 42.021388888)
09112,Coruña del Conde,95,Point(-3.391666666 41.765833333)
09113,Covarrubias,501,Point(-3.52 42.059166666)
09114,Cubillo del Campo,103,Point(-3.610277777 42.168333333)
09115,Cubo de Bureba,102,Point(-3.206666666 42.640277777)
09117,La Cueva de Roa,82,Point(-3.939444444 41.666388888)
09119,Cuevas de San Clemente,52,Point(-3.568333333 42.129722222)
09120,Encío,37,Point(-3.084444444 42.6675)
09122,Espinosa de Cervera,81,Point(-3.468333333 41.896111111)
09123,Espinosa del Camino,43,Point(-3.281111111 42.406388888)
09124,Espinosa de los Monteros,1627,Point(-3.533333333 43.066666666)
09125,Estépar,646,Point(-3.898333333 42.276666666)
09125000200,Arroyo de Muñó,18,Point(-3.89786295 42.24881691)
09125000200,Arroyo de Muñó,19,Point(-3.89786295 42.24881691)
09125000200,Arroyo de Muñó,18,Point(-3.897486111 42.248644444)
09125000200,Arroyo de Muñó,19,Point(-3.897486111 42.248644444)
09127,Fontioso,52,Point(-3.738888888 41.9425)
09128,Frandovínez,95,Point(-3.838055555 42.309166666)
09129,Fresneda de la Sierra Tirón,98,Point(-3.135 42.315)
09130,Fresneña,68,Point(-3.134722222 42.414166666)
09131,Fresnillo de las Dueñas,703,Point(-3.644444444 41.646666666)
09132,Fresno de Río Tirón,156,Point(-3.174722222 42.46)
09133,Fresno de Rodilla,49,Point(-3.485 42.42)
09134,Frías,258,Point(-3.294166666 42.761388888)
09135,Fuentebureba,58,Point(-3.234722222 42.633888888)
09135000100,Calzada de Bureba,33,Point(-3.247488888 42.628655555)
09136,Fuentecén,246,Point(-3.869444444 41.628333333)
09137,Fuentelcésped,290,Point(-3.640555555 41.591111111)
09138,Fuentelisendo,96,Point(-3.901944444 41.622222222)
09139,Fuentemolinos,89,Point(-3.849722222 41.605277777)
09140,Fuentenebro,137,Point(-3.753611111 41.525277777)
09141,Fuentespina,833,Point(-3.685277777 41.631944444)
09143,Galbarros,28,Point(-3.437777777 42.527777777)
09144,La Gallega,34,Point(-3.263888888 41.898611111)
09148,Grijalba,114,Point(-4.118888888 42.429722222)
09149,Grisaleña,58,Point(-3.263888888 42.590833333)
09151,Gumiel de Izán,587,Point(-3.688055555 41.773611111)
09152,Gumiel de Mercado,376,Point(-3.801944444 41.755833333)
09154,Hacinas,145,Point(-3.286944444 41.985)
09155,Haza,33,Point(-3.829444444 41.621388888)
09159,Hontanas,69,Point(-4.045833333 42.312777777)
09160,Hontangas,92,Point(-3.796111111 41.5825)
09162,Hontoria de la Cantera,172,Point(-3.643333333 42.188888888)
09163,Hontoria del Pinar,613,Point(-3.162222222 41.848333333)
09164,Hontoria de Valdearados,152,Point(-3.52 41.744444444)
09166,Las Hormazas,93,Point(-3.926666666 42.5275)
09167,Hornillos del Camino,44,Point(-3.925277777 42.338055555)
09168,La Horra,295,Point(-3.875 41.740833333)
09169,Hortigüela,103,Point(-3.425277777 42.068055555)
09170,Hoyales de Roa,208,Point(-3.862777777 41.658888888)
09172,Huérmeces,159,Point(-3.771388888 42.521666666)
09173,Huerta de Arriba,121,Point(-3.081944444 42.116111111)
09174,Huerta de Rey,889,Point(-3.3480473 41.8401218)
09175,Humada,114,Point(-4.083333333 42.668055555)
09176,Hurones,59,Point(-3.613888888 42.406111111)
09177,Ibeas de Juarros,1492,Point(-3.535555555 42.331111111)
09178,Ibrillos,30,Point(-3.083055555 42.453888888)
09179,Iglesiarrubia,45,Point(-3.846666666 41.974166666)
09180,Iglesias,136,Point(-3.99 42.297777777)
09181,Isar,279,Point(-3.930277777 42.361666666)
09182,Itero del Castillo,74,Point(-4.244166666 42.289166666)
09183,Jaramillo de la Fuente,45,Point(-3.3125 42.114722222)
09184,Jaramillo Quemado,12,Point(-3.360833333 42.084722222)
09189,Junta de Traslaloma,118,Point(-3.389444444 43.036944444)
09190,Junta de Villalba de Losa,79,Point(-3.086944444 42.935277777)
09191,Jurisdicción de Lara,39,Point(-3.449722222 42.134722222)
09192,Jurisdicción de San Zadornil,62,Point(-3.156388888 42.842777777)
09194,Lerma,2629,Point(-3.755555555 42.026388888)
09195,Llano de Bureba,45,Point(-3.458888888 42.624166666)
09196,Madrigal del Monte,141,Point(-3.675277777 42.144444444)
