codigo,label,poblacion,coordenadas
29097,Villanueva del Trabuco,5521,Point(-4.3381803 37.0285821)
29098,Villanueva de Tapia,1391,Point(-4.335277777 37.181944444)
29099,La Viñuela,2044,Point(-4.1411364 36.8621071)
29100,Yunquera,2828,Point(-4.9205041 36.7368491)
29901,Torremolinos,71329,Point(-4.4996349 36.624537)
29902,Villanueva de la Concepción,3296,Point(-4.531666666 36.931111111)
29903,Montecorto,585,Point(-5.296666666 36.815277777)
29904,Serrato,457,Point(-4.974444444 36.888333333)
30001,Abanilla,6256,Point(-1.041388888 38.207222222)
30002,Abarán,13228,Point(-1.400277777 38.203055555)
30003,Águilas,37811,Point(-1.581944444 37.404166666)
30004,Albudeite,1395,Point(-1.385277777 38.028333333)
30005,Alcantarilla,43876,Point(-1.209444444 37.972222222)
30006,Aledo,1123,Point(-1.573333333 37.795833333)
30007,Alguazas,10431,Point(-1.241388888 38.051388888)
30008,Alhama de Murcia,24163,Point(-1.426388888 37.851388888)
30009,Archena,20908,Point(-1.299166666 38.115)
30010,Beniel,11582,Point(-1.001388888 38.046388888)
30011,Blanca,6882,Point(-1.376111111 38.179166666)
30012,Bullas,12027,Point(-1.670555555 38.049722222)
30013,Calasparra,10391,Point(-1.697777777 38.231111111)
30014,Campos del Río,2159,Point(-1.351666666 38.040833333)
30015,Caravaca de la Cruz,26126,Point(-1.86 38.1075)
30016,Cartagena,220704,Point(-0.984166666 37.601944444)
30017,Cehegín,14506,Point(-1.7987525 38.0925078)
30018,Ceutí,13089,Point(-1.272222222 38.078888888)
30019,Cieza,35577,Point(-1.4189731 38.2391225)
30020,Fortuna,11437,Point(-1.1232625 38.178917)
30021,Fuente Álamo de Murcia,19171,Point(-1.188169019 37.7393288)
30022,Jumilla,27574,Point(-1.325 38.479166666)
30023,Librilla,5854,Point(-1.35 37.883055555)
30024,Lorca,98969,Point(-1.7 37.683333333)
30025,Lorquí,7946,Point(-1.255 38.081666666)
30026,Mazarrón,35449,Point(-1.3139024 37.59838)
30027,Molina de Segura,78458,Point(-1.213111111 38.054766666)
30028,Moratalla,7518,Point(-1.890555555 38.186388888)
30029,Mula,17937,Point(-1.4906872 38.0418669)
30030,Murcia,479405,Point(-1.130277777 37.983333333)
30031,Ojós,548,Point(-1.342222222 38.147777777)
30032,Pliego,4003,Point(-1.506111111 37.99)
30033,Puerto Lumbreras,18006,Point(-1.8072123 37.5634527)
30034,Ricote,1197,Point(-1.366666666 38.15)
30035,San Javier,36524,Point(-0.8342849 37.8036595)
30036,San Pedro del Pinatar,29674,Point(-0.7885565 37.8363098)
30037,Torre-Pacheco,41479,Point(-0.9539015 37.743133)
30038,Las Torres de Cotillas,22676,Point(-1.243611111 38.026388888)
30039,Totana,33358,Point(-1.5001618 37.7710024)
30040,Ulea,926,Point(-1.329722222 38.140833333)
30041,La Unión,21380,Point(-0.8755119 37.6190739)
30042,Villanueva del Río Segura,4111,Point(-1.324166666 38.135555555)
30043,Yecla,36453,Point(-1.114472222 38.61)
30901,Santomera,16443,Point(-1.0490938 38.0615839)
30902,Los Alcázares,20408,Point(-0.849722222 37.743611111)
31001,Abáigar,74,Point(-2.141666666 42.647222222)
31002,Abárzuza,510,Point(-2.0225 42.726388888)
31003,Abaurrea Alta,121,Point(-1.195592155 42.90139216)
31004,Abaurrea Baja,30,Point(-1.203093567 42.90439674)
31005,Aberin,410,Point(-2.007222222 42.619166666)
31006,Ablitas,2657,Point(-1.638611111 41.973611111)
31007,Adiós,194,Point(-1.738481685 42.69737605)
31008,Aguilar de Codés,74,Point(-2.389166666 42.612777777)
31009,Aibar,754,Point(-1.361152726 42.58952811)
31010,Alsasua,7717,Point(-2.16516 42.89999)
31011,Allín,881,Point(-2.075555555 42.708888888)
31012,Allo,1028,Point(-2.019166666 42.567222222)
31013,Améscoa Baja,729,Point(-2.131691666 42.770888888)
31014,Ancín,363,Point(-2.189166666 42.659444444)
31015,Andosilla,2925,Point(-1.941944444 42.376944444)
31016,Ansoáin,10663,Point(-1.639444444 42.835555555)
31017,Anué,501,Point(-1.600595562 42.97787405)
31018,Añorbe,622,Point(-1.71433072 42.65840627)
31019,Aoiz,3083,Point(-1.353177971 42.78277175)
31020,Araiz,506,Point(-1.987222222 43.036944444)
31021,Aranarache,70,Point(-2.228333333 42.779444444)
31022,Aranaz,628,Point(-1.724722222 43.196111111)
31023,Aranguren,13216,Point(-1.574757043 42.77194385)
31024,Arano,108,Point(-1.895277777 43.199722222)
31025,Araquil,990,Point(-1.865 42.9125)
31026,Aras,150,Point(-2.355 42.561944444)
31027,Arbizu,1107,Point(-2.0394169 42.9147356)
31028,Arce,290,Point(-1.337955 42.889555)
31029,Los Arcos,1177,Point(-2.19231 42.56949)
31030,Arellano,165,Point(-2.046944444 42.606111111)
31031,Areso,260,Point(-1.95 43.066666666)
31032,Arguedas,2309,Point(-1.598333333 42.176944444)
31033,Aria,51,Point(-1.273314291 42.96876268)
31034,Arive,34,Point(-1.265804856 42.94470386)
31035,Armañanzas,47,Point(-2.285 42.56)
31036,Arróniz,1064,Point(-2.091308 42.5888239)
31037,Arruazu,121,Point(-1.999 42.922)
31038,Artajona,1783,Point(-1.759759229 42.58332344)
31039,Artazu,125,Point(-1.839850387 42.68398105)
31040,Atez,227,Point(-1.709722222 42.939444444)
31041,Ayegui,2589,Point(-2.038333333 42.656666666)
31042,Azagra,3746,Point(-1.878768113 42.29524714)
31043,Azuelo,29,Point(-2.349166666 42.608333333)
31044,Bacáicoa,342,Point(-2.1021121 42.8906052)
31045,Barásoain,601,Point(-1.67101536 42.61513645)
31046,Barbarin,46,Point(-2.101388888 42.601944444)
31047,Bargota,237,Point(-2.311944444 42.561111111)
31048,Barillas,240,Point(-1.6627451 41.97102)
31049,Basaburúa Mayor,819,Point(-1.801666666 43.001388888)
31050,Baztán,7851,Point(-1.5171681 43.146787)
31051,Beire,274,Point(-1.591480553 42.46148449)
31052,Belascoáin,124,Point(-1.8325 42.756111111)
31053,Berbinzana,670,Point(-1.836688487 42.51836903)
31054,Bertizarana,668,Point(-1.62725 43.133638888)
31055,Betelu,375,Point(-1.9794889 43.0256703)
31056,Biurrun-Olcoz,227,Point(-1.684835692 42.67401551)
31057,Buñuel,2318,Point(-1.440833333 41.981388888)
31058,Burguete,235,Point(-1.33463753 42.990805137)
31059,Burgui,187,Point(-0.986774375 42.73678965)
31060,Burlada,21280,Point(-1.61563 42.82648)
31061,El Busto,55,Point(-2.241666666 42.548888888)
31062,Cabanillas,1373,Point(-1.526944444 42.031388888)
31063,Cabredo,73,Point(-2.4145728 42.6293014)
31064,Cadreita,2187,Point(-1.685170198 42.22467071)
31065,Caparroso,2882,Point(-1.651854622 42.32790391)
31066,Cárcar,1156,Point(-1.97 42.388888888)
31067,Carcastillo,2408,Point(-1.41513925 42.351234119)
31068,Cascante,4231,Point(-1.678888888 41.999166666)
31069,Cáseda,912,Point(-1.363723178 42.47074308)
31070,Castejón,4725,Point(-1.690555555 42.167777777)
31071,Castillonuevo,14,Point(-1.044444444 42.677777777)
31072,Cintruénigo,8565,Point(-1.805 42.08)
31073,Ciordia,359,Point(-2.2269974 42.8706248)
31074,Cirauqui,473,Point(-1.89034 42.67564)
31075,Ciriza,170,Point(-1.826666666 42.790555555)
31076,Cendea de Cizur,3949,Point(-1.717783333 42.791858333)
31076,Cendea de Cizur,3949,Point(-1.717783333 42.791858333)
31077,Corella,8756,Point(-1.786666666 42.114722222)
31078,Cortes,3165,Point(-1.421944444 41.922777777)
31079,Desojo,68,Point(-2.2757428 42.5881304)
31080,Dicastillo,562,Point(-2.028421577 42.595844926)
31081,Donamaría,446,Point(-1.672777777 43.11125)
31082,Echalar,807,Point(-1.637222222 43.233611111)
31083,Echarri,78,Point(-1.825277777 42.780555555)
31084,Echarri Aranaz,2551,Point(-2.06495 42.90726)
31085,Echauri,671,Point(-1.79 42.793888888)
31086,Valle de Egüés,22825,Point(-1.557361111 42.823722222)
31087,Elgorriaga,210,Point(-1.686944444 43.138888888)
31088,Valle de Elorz,8486,Point(-1.5916331 42.72966)
31089,Enériz,328,Point(-1.743725071 42.66462354)
31090,Erasun,155,Point(-1.796666666 43.083333333)
31091,Ergoyena,392,Point(-2.023888888 42.878888888)
31092,Erro,812,Point(-1.428128963 42.957137839)
31093,Ezcároz,298,Point(-1.066443886 42.89668876)
31094,Eslava,97,Point(-1.458333 42.563889)
31095,Esparza de Salazar,75,Point(-1.092551686 42.86048584)
31096,Espronceda,102,Point(-2.3025 42.598055555)
31097,Estella,14317,Point(-2.03064 42.6705)
31097,Estella,14317,Point(-2.01667 42.6667)
31098,Esteríbar,2918,Point(-1.533763318 42.94962887)
31099,Etayo,72,Point(-2.153888888 42.616666666)
31100,Eulate,278,Point(-2.2061503 42.7764335)
31101,Ezcabarte,1901,Point(-1.632749232 42.87264378)
31102,Ezcurra,125,Point(-1.862222222 43.084722222)
31103,Ezprogui,48,Point(-1.448999537 42.60450679)
31104,Falces,2389,Point(-1.808469281 42.41872177)
31105,Fitero,2370,Point(-1.857222222 42.058055555)
31106,Fontellas,1050,Point(-1.576111111 42.028333333)
31107,Funes,2537,Point(-1.801019062 42.28432616)
31108,Fustiñana,2445,Point(-1.486111111 42.019722222)
31109,Galar,2427,Point(-1.671583333 42.750305555)
31110,Gallipienzo,100,Point(-1.415471491 42.48142105)
31111,Gallués,91,Point(-1.1002814 42.7839478)
31112,Garayoa,92,Point(-1.237237509 42.91620815)
31113,Garde,132,Point(-0.896730048 42.78337673)
31114,Garínoain,527,Point(-1.660763349 42.59379382)
31115,Garralda,183,Point(-1.304737695 42.95946462)
31116,Genevilla,69,Point(-2.391666666 42.644722222)
31117,Goizueta,681,Point(-1.864166666 43.171111111)
31118,Goñi,166,Point(-1.887898551 42.83232374)
31119,Güesa,36,Point(-1.0947077 42.8063684)
31120,Guesálaz,462,Point(-1.916666666 42.75)
31121,Guirguillano,75,Point(-1.864942637 42.72225392)
31122,Huarte,7900,Point(-1.590833333 42.831388888)
31123,Huarte-Araquil,770,Point(-1.96906303 42.92093712)
31124,Ibargoiti,279,Point(-1.460526976 42.67546163)
31125,Igúzquiza,307,Point(-2.085277777 42.646388888)
31126,Imoz,433,Point(-1.801645479 42.9560159)
31127,Irañeta,172,Point(-1.94524722 42.92292675)
31128,Isaba,384,Point(-0.9225 42.8614)
31129,Ituren,543,Point(-1.707222222 43.128944444)
31130,Iturmendi,428,Point(-2.118611111 42.889444444)
31131,Iza,1459,Point(-1.7675 42.8825)
31131,Iza,1459,Point(-1.7675 42.8825)
31132,Izagaondoa,153,Point(-1.433850086 42.72913886)
31133,Izalzu,36,Point(-1.056724 42.9135242)
31134,Jaurrieta,179,Point(-1.158691809 42.90699476)
31135,Javier,106,Point(-1.209239 42.591564)
31136,Juslapeña,562,Point(-1.704316907 42.89776709)
31137,Beinza-Labayen,228,Point(-1.738888888 43.087222222)
31138,Lacunza,1338,Point(-2.021388888 42.923055555)
31139,Lana,149,Point(-2.246944444 42.706111111)
31140,Lanz,150,Point(-1.609781823 43.0104985)
31141,Lapoblación,123,Point(-2.474166666 42.604722222)
31142,Larraga,2158,Point(-1.854766329 42.54736893)
31143,Larraona,100,Point(-2.256111111 42.780555555)
31144,Larráun,918,Point(-1.896388888 43.005555555)
31145,Lazagurría,170,Point(-2.238888888 42.493611111)
31146,Leache,38,Point(-1.410916441 42.61719493)
31147,Legarda,143,Point(-1.775504437 42.7170066)
31148,Legaria,111,Point(-2.173333333 42.648611111)
31149,Leiza,3011,Point(-1.914722222 43.078888888)
31150,Leoz,202,Point(-1.566507827 42.60088053)
31151,Lerga,44,Point(-1.501703552 42.566259369)
31152,Lerín,1821,Point(-1.9737376 42.4814412)
31153,Lesaca,2721,Point(-1.703888888 43.249166666)
31154,Lezáun,248,Point(-1.994166666 42.780277777)
31155,Liédena,354,Point(-1.26485964 42.61316359)
31156,Lizoáin-Arriasgoiti,287,Point(-1.463227942 42.82987022)
31157,Lodosa,4964,Point(-2.078333333 42.424166666)
31158,Lónguida,308,Point(-1.3623 42.776)
31159,Lumbier,1330,Point(-1.309017988 42.650771588)
31160,Luquin,135,Point(-2.099166666 42.611666666)
31161,Mañeru,452,Point(-1.86238 42.66967)
31162,Marañón,50,Point(-2.4415614 42.6285133)
31163,Marcilla,2938,Point(-1.728124312 42.35141885)
31164,Mélida,739,Point(-1.514903639 42.34334731)
31165,Mendavia,3588,Point(-2.200421 42.4443286)
31166,Mendaza,284,Point(-2.234722222 42.642777777)
31167,Mendigorría,1261,Point(-1.8345 42.62822)
31168,Metauten,263,Point(-2.125277777 42.678611111)
31169,Milagro,3741,Point(-1.767992734 42.24080434)
31170,Mirafuentes,56,Point(-2.276666666 42.623055555)
31171,Miranda de Arga,903,Point(-1.824497782 42.48034395)
31172,Monreal,511,Point(-1.522977779 42.70606128)
31173,Monteagudo,1073,Point(-1.690277777 41.963888888)
31174,Morentin,110,Point(-2.0125 42.614166666)
31175,Mues,80,Point(-2.226388888 42.606111111)
31176,Murchante,4230,Point(-1.655833333 42.03)
31177,Murieta,345,Point(-2.156388888 42.659444444)
31178,Murillo el Cuende,701,Point(-1.59171132 42.35006118)
31179,Murillo el Fruto,665,Point(-1.465776581 42.39838156)
31180,Muruzábal,283,Point(-1.757969698 42.68997026)
31181,Navascués,114,Point(-1.117675658 42.73183933)
31182,Nazar,40,Point(-2.278888888 42.6375)
31183,Obanos,924,Point(-1.78581 42.6803)
31184,Oco,65,Point(-2.163611111 42.639722222)
31185,Ochagavía,492,Point(-1.0911 42.9056)
31186,Odieta,367,Point(-1.64268369 42.93303019)
31187,Oiz,129,Point(-1.685555555 43.110555555)
31188,Oláibar,399,Point(-1.606121909 42.89616584)
31189,Olazagutía,1444,Point(-2.194444444 42.877777777)
31190,Olejua,49,Point(-2.140277777 42.624166666)
31191,Olite,4069,Point(-1.679611308 42.44574826)
31191,Olite,4069,Point(-1.650091089 42.480805361)
31192,Olóriz,210,Point(-1.605959877 42.64070528)
31193,Cendea de Olza,1874,Point(-1.753888888 42.8225)
31194,Valle de Ollo,453,Point(-1.857110431 42.85902366)
31195,Orbaiceta,186,Point(-1.221779655 43.00289434)
31196,Orbara,28,Point(-1.24965336 42.97517613)
31197,Orísoain,72,Point(-1.591447197 42.599141)
31198,Oronz,51,Point(-1.067706525 42.87560461)
31199,Oroz-Betelu,143,Point(-1.301694856 42.906390516)
31200,Oteiza,972,Point(-1.953333333 42.618611111)
31201,Pamplona,209094,Point(-1.65 42.816666666)
31202,Peralta,6071,Point(-1.801595739 42.35688014)
31203,Petilla de Aragón,29,Point(-1.119496338 42.443590238)
31204,Piedramillera,46,Point(-2.202777777 42.632777777)
31205,Pitillas,520,Point(-1.621 42.422)
31206,Puente la Reina,2972,Point(-1.81504 42.67146)
31207,Pueyo,384,Point(-1.660518945 42.56432069)
31208,Ribaforada,3697,Point(-1.510833333 41.997222222)
31209,Romanzado,180,Point(-1.191871579 42.69083518)
31210,Roncal,206,Point(-0.927918517 42.8118644)
31211,Roncesvalles,25,Point(-1.3186 43.0085)
31212,Sada,130,Point(-1.393520876 42.57320611)
31213,Saldías,125,Point(-1.780833333 43.088333333)
31214,Salinas de Oro,110,Point(-1.888055555 42.775277777)
31215,San Adrián,6504,Point(-1.933333333 42.3325)
31216,Sangüesa,4883,Point(-1.28277778 42.57638889)
31216,Sangüesa,4883,Point(-1.253177685 42.56509046)
31217,San Martín de Unx,352,Point(-1.573671808 42.51861934)
31219,Sansol,89,Point(-2.2661 42.55404)
31220,Santacara,874,Point(-1.54716675 42.38989933)
31221,Santesteban,1854,Point(-1.66875 43.131)
31222,Sarriés,57,Point(-1.097120163 42.84546298)
31223,Sartaguda,1349,Point(-2.058611111 42.381388888)
31224,Sesma,1248,Point(-2.083333333 42.477777777)
31225,Sorlada,39,Point(-2.215277777 42.615)
31226,Sumbilla,672,Point(-1.668333333 43.164444444)
31227,Tafalla,10854,Point(-1.704656484 42.51323936)
31228,Tiebas-Muruarte de Reta,693,Point(-1.640277777 42.693055555)
31229,Tirapu,49,Point(-1.695644243 42.6451096)
31230,Torralba del Río,96,Point(-2.329722222 42.608611111)
31231,Torres del Río,116,Point(-2.27127 42.55125)
31232,Tudela,38903,Point(-1.606666666 42.065277777)
31233,Tulebras,159,Point(-1.676388888 41.976666666)
31234,Úcar,194,Point(-1.703756552 42.69100262)
31235,Ujué,168,Point(-1.497094153 42.47981213)
31236,Ulzama,1599,Point(-1.678055555 43.0)
31237,Unciti,257,Point(-1.466986268 42.72447304)
31238,Unzué,164,Point(-1.619893358 42.66337141)
31239,Urdax,354,Point(-1.503888888 43.266388888)
31240,Urdiáin,647,Point(-2.133055555 42.883055555)
31241,Urraúl Alto,136,Point(-1.220763763 42.78315812)
31242,Urraúl Bajo,330,Point(-1.320394088 42.68630388)
31243,Urroz-Villa,403,Point(-1.459423905 42.778091446)
31244,Urroz de Santesteban,175,Point(-1.706111111 43.101388888)
31245,Urzainqui,76,Point(-0.922473205 42.84073108)
31246,Uterga,177,Point(-1.75953 42.71002)
31247,Uztárroz,136,Point(-0.955333326 42.91486522)
31248,Valcarlos,336,Point(-1.3013 43.0917)
31249,Valtierra,2505,Point(-1.634166666 42.195277777)
31250,Vera de Bidasoa,3779,Point(-1.6825 43.278333333)
31251,Viana,4441,Point(-2.3717803 42.5151135)
31252,Vidángoz,74,Point(-1.011133576 42.82150044)
31253,Vidaurreta,181,Point(-1.832777777 42.776666666)
31254,Villafranca,3163,Point(-1.725587482 42.27386491)
31255,Villamayor de Monjardín,115,Point(-2.10377 42.62922)
31256,Villanueva de Aézcoa,96,Point(-1.23098 42.94537)
31257,Villatuerta,1256,Point(-1.9934011 42.6595159)
31258,Villava,9928,Point(-1.608611111 42.830833333)
31259,Yanci,578,Point(-1.69998583 43.22456694)
31260,Valle de Yerri,1549,Point(-2.0 42.733333)
31261,Yesa,297,Point(-1.200448119 42.62590878)
31262,Zabalza,285,Point(-1.8063225 42.7676314)
31263,Zubieta,292,Point(-1.742361111 43.124888888)
31264,Zugarramurdi,213,Point(-1.5416354 43.2693436)
31265,Zúñiga,78,Point(-2.3004117 42.6930374)
31901,Barañáin,19642,Point(-1.683333333 42.8)
31902,Berrioplano,7645,Point(-1.6925 42.8525)
31903,Berriozar,11361,Point(-1.671388888 42.836111111)
31904,Irurzun,2296,Point(-1.8285436 42.9183371)
31905,Beriáin,4195,Point(-1.644444444 42.733611111)
31906,Orcoyen,4098,Point(-1.699166666 42.823888888)
31907,Zizur Mayor,16510,Point(-1.690833333 42.786666666)
31908,Lecumberri,1746,Point(-1.893888888 43.003333333)
32001,Allariz,6497,Point(-7.801795 42.190083)
32002,Amoeiro,2443,Point(-7.953333333 42.41)
32003,Arnoya,949,Point(-8.133055555 42.250277777)
32004,Avión,1719,Point(-8.272777777 42.388333333)
32005,Baltar,849,Point(-7.715833333 41.95)
32006,Bande,1460,Point(-7.975277777 42.030555555)
32007,Baños de Molgas,1471,Point(-7.672777777 42.241111111)
32008,Barbadanes,11201,Point(-7.906388888 42.300277777)
32009,El Barco de Valdeorras,13368,Point(-6.983055555 42.416666666)
32010,Beade,363,Point(-8.145555555 42.334722222)
32011,Beariz,901,Point(-8.2704338 42.4661929)
32012,Blancos,696,Point(-7.716944444 42.004722222)
32013,Boborás,2167,Point(-8.143333333 42.432777777)
32014,La Bola,1139,Point(-7.914722222 42.151666666)
32015,El Bollo,789,Point(-7.098888888 42.306666666)
32016,Calvos de Randín,650,Point(-7.875555555 41.904722222)
32017,Carballeda de Valdeorras,1311,Point(-6.8775 42.376111111)
32018,Carballeda de Avia,1172,Point(-8.165277777 42.321388888)
32019,Carballino,14249,Point(-8.077466 42.429638)
32020,Cartelle,2466,Point(-8.0688652 42.2492308)
32021,Castrelo del Valle,947,Point(-7.424166666 41.990555555)
32022,Castrelo de Miño,1289,Point(-8.066666666 42.294444444)
32023,Castro Caldelas,1244,Point(-7.415555555 42.375)
32024,Celanova,5723,Point(-7.956666666 42.150833333)
32025,Cenlle,1066,Point(-8.087777777 42.3425)
32026,Coles,3228,Point(-7.839722222 42.412222222)
32027,Cortegada,1027,Point(-8.169166666 42.206944444)
32028,Cualedro,1538,Point(-7.583055555 41.983055555)
32029,Chandreja de Queija,467,Point(-7.426111111 42.240277777)
32030,Entrimo,1093,Point(-8.140833333 41.940833333)
32031,Esgos,1103,Point(-7.697222222 42.325)
32032,Ginzo de Limia,9699,Point(-7.723888888 42.063611111)
32033,Gomesende,646,Point(-8.099166666 42.187777777)
32034,La Gudiña,1197,Point(-7.137841666 42.060794444)
32035,Irijo,1340,Point(-8.118333333 42.511944444)
32036,Junquera de Ambía,1346,Point(-7.734986111 42.204291666)
32037,Junquera de Espadañedo,696,Point(-7.628611111 42.3175)
32038,Laroco,484,Point(-7.1632358 42.3466038)
32039,Laza,1156,Point(-7.461388888 42.060555555)
32040,Leiro,1517,Point(-8.124722222 42.369166666)
32041,Lobera,703,Point(-8.043055555 41.998888888)
32042,Lobios,1776,Point(-8.084444444 41.875277777)
32043,Maceda,2874,Point(-7.650832 42.2707963)
32044,Manzaneda,767,Point(-7.233333333 42.309444444)
32045,Maside,2768,Point(-8.024166666 42.413055555)
32046,Melón,1079,Point(-8.217222222 42.2575)
32046,Melón,1079,Point(-8.214 42.26016)
32047,La Merca,1962,Point(-7.905277777 42.223055555)
32048,La Mezquita,996,Point(-7.0451474 42.0114543)
32049,Montederramo,660,Point(-7.504167 42.276667)
32050,Monterrey,2403,Point(-7.4491474 41.9467657)
32051,Muiños,1385,Point(-7.985555555 41.954166666)
32052,Nogueira de Ramuín,2074,Point(-7.753055555 42.419722222)
32053,Oimbra,1689,Point(-7.4725 41.885277777)
32054,Orense,105769,Point(-7.86406 42.33556)
32055,Paderne de Allariz,1346,Point(-7.745833333 42.2775)
32056,Padrenda,1555,Point(-8.1582888 42.1394277)
32057,Parada del Sil,500,Point(-7.568888888 42.383055555)
32058,Pereiro de Aguiar,6794,Point(-7.8002637 42.3463433)
32059,La Peroja,1793,Point(-7.793333333 42.438888888)
32060,Petín,856,Point(-7.125833333 42.382222222)
32061,Piñor,1103,Point(-8.005 42.497777777)
32062,Porquera,806,Point(-7.844444444 42.017777777)
32063,Puebla de Trives,1929,Point(-7.253055555 42.339444444)
32064,Puentedeva,458,Point(-8.139166666 42.168611111)
32065,Pungín,748,Point(-8.011944444 42.370277777)
32066,Quintela de Leirado,587,Point(-8.101666666 42.138333333)
32067,Rairiz de Veiga,1154,Point(-7.832222222 42.083055555)
32068,Ramiranes,1485,Point(-8.025277777 42.185277777)
32069,Ribadavia,4895,Point(-8.14313 42.28821)
32070,Río,510,Point(-7.314166666 42.384444444)
32071,Riós,1379,Point(-7.2825 41.974166666)
32072,Rúa,4214,Point(-7.114141666 42.395088888)
32073,Rubiana,1391,Point(-6.948888888 42.449722222)
32074,San Amaro,1030,Point(-8.073055555 42.373055555)
32075,San Ciprián de Viñas,5751,Point(-7.871388888 42.296944444)
32076,San Cristóbal de Cea,1963,Point(-7.98601 42.47503)
32077,Sandianes,1086,Point(-7.756666666 42.111111111)
32078,Sarreaus,1068,Point(-7.603333333 42.086666666)
32079,Taboadela,1480,Point(-7.825 42.240833333)
32080,La Teijeira,328,Point(-7.474166666 42.391666666)
32081,Toén,2327,Point(-7.953888888 42.314722222)
32082,Trasmiras,1216,Point(-7.616666666 42.022777777)
32083,La Vega,873,Point(-7.026197222 42.25005)
32083,La Vega,873,Point(-6.93966 42.27249)
32084,Verea,974,Point(-7.993611111 42.093888888)
32085,Verín,13956,Point(-7.435833333 41.940833333)
32086,Viana del Bollo,2715,Point(-7.111111111 42.179444444)
32087,Villamarín,1836,Point(-7.89 42.464166666)
32088,Villamartín de Valdeorras,1817,Point(-7.059166666 42.415555555)
32089,Villar de Barrio,1178,Point(-7.611666666 42.159722222)
32090,Villar de Santos,784,Point(-7.796666666 42.085555555)
32091,Villardevós,1616,Point(-7.313055555 41.906944444)
32092,Villarino de Conso,501,Point(-7.171111111 42.176944444)
33001,Allande,1506,Point(-6.608866666 43.272161111)
33002,Aller,10011,Point(-5.580452751 43.10583365)
33003,Amieva,591,Point(-5.0731308 43.245045)
33004,Avilés,75517,Point(-5.922222222 43.556111111)
33005,Belmonte de Miranda,1366,Point(-6.260960884 43.2723496)
33006,Bimenes,1639,Point(-5.567273341 43.3251796)
33007,Boal,1372,Point(-6.8172064 43.4290269)
33008,Cabrales,1884,Point(-4.845833 43.316062)
33009,Cabranes,1094,Point(-5.423870143 43.40707015)
33010,Candamo,1902,Point(-6.056706161 43.45556575)
33011,Cangas del Narcea,11282,Point(-6.548861111 43.176202777)
33012,Cangas de Onís,6344,Point(-5.066583002 43.31446175)
33013,Caravia,486,Point(-5.189425128 43.45856295)
33014,Carreño,10292,Point(-5.789446286 43.5516096)
33015,Caso,1437,Point(-5.333419981 43.1771727)
33016,Castrillón,21998,Point(-5.992475639 43.54587395)
33017,Castropol,3202,Point(-7.030102777 43.527705555)
33018,Coaña,3321,Point(-6.7510082 43.5144776)
33019,Colunga,3143,Point(-5.2704116 43.4861754)
33020,Corvera de Asturias,15785,Point(-5.887757316 43.5178378)
33021,Cudillero,4867,Point(-6.1458061 43.5633258)
33022,Degaña,768,Point(-6.5712491 42.940686)
33023,El Franco,3728,Point(-6.834085032 43.50932585)
33024,Gijón,269894,Point(-5.67732 43.52931)
33025,Gozón,10407,Point(-5.847308224 43.6062238)
33026,Grado,9681,Point(-6.09978 43.3134)
33026,Grado,9681,Point(-6.0686955 43.3894263)
33027,Grandas de Salime,767,Point(-6.8757234 43.2176587)
33028,Ibias,1084,Point(-6.821939089 43.0002869)
33029,Illano,277,Point(-6.8642926 43.3334286)
33030,Illas,1048,Point(-5.96813979 43.4959059)
33031,Langreo,38612,Point(-5.69938 43.2916)
33031,Langreo,38612,Point(-5.6944472 43.3051437)
33032,Laviana,12352,Point(-5.547688157 43.2320611)
33033,Lena,10382,Point(-5.792223234 43.0830515)
33034,Valdés,10776,Point(-6.471230706 43.48469935)
33035,Llanera,14020,Point(-5.852125344 43.45445725)
33036,Llanes,13486,Point(-4.7530835 43.4211205)
33037,Mieres,36373,Point(-5.776666666 43.25)
33038,Morcín,2460,Point(-5.900849146 43.26681015)
33039,Muros de Nalón,1955,Point(-6.1046323 43.5429817)
33040,Nava,5244,Point(-5.5056766 43.3582216)
33041,Navia,8031,Point(-6.7236021 43.53923)
33042,Noreña,5131,Point(-5.706712 43.3940155)
33043,Onís,739,Point(-4.971793346 43.2959414)
33044,Oviedo,223968,Point(-5.850277777 43.3625)
33045,Parres,5150,Point(-5.184616272 43.35873125)
33046,Peñamellera Alta,500,Point(-4.712346384 43.31060895)
33047,Peñamellera Baja,1194,Point(-4.586600324 43.3075485)
33048,Pesoz,134,Point(-6.861906986 43.27343885)
33049,Piloña,6716,Point(-5.330778396 43.3343273)
33050,Ponga,576,Point(-5.153760956 43.18704955)
33051,Pravia,7792,Point(-6.1138664 43.4896744)
33052,Proaza,686,Point(-6.0168754 43.2507925)
33053,Quirós,1142,Point(-5.972450415 43.1522612)
33054,Las Regueras,1892,Point(-5.973355633 43.4213671)
33055,Ribadedeva,1693,Point(-4.569541976 43.37181265)
33056,Ribadesella,5591,Point(-5.083451445 43.44592675)
33057,Ribera de Arriba,1852,Point(-5.910547002 43.30461035)
33058,Riosa,1686,Point(-5.890148212 43.20890465)
33059,Salas,4771,Point(-6.2568574 43.4082096)
33060,San Martín del Rey Aurelio,15531,Point(-5.613777762 43.27501905)
33061,San Martín de Oscos,337,Point(-6.9617224 43.2654419)
33062,Santa Eulalia de Oscos,420,Point(-7.020435 43.2587428)
33063,San Tirso de Abres,396,Point(-7.13230199 43.40327515)
